,0
0,-0.02602964042022103
1,-0.078548259985879
2,-0.018275168933525793
3,-0.09594569284350214
4,0.031123673576691935
5,0.09323087202104413
6,0.020431780025475854
7,0.0759117384461804
8,-0.050706984331293926
9,0.017773582309531383
10,0.08501616884744911
11,-0.05779017310864403
12,0.00041510365684693795
13,-0.09190181925164848
14,-0.01424305362749663
15,0.03628228200307493
16,-0.03733559701138499
17,-0.07747182915752056
18,-0.04750541131377926
19,-0.014133175684783561
20,-0.08680582891001809
21,0.02136929973659288
22,-0.09359919266013161
23,0.09833901652477678
24,-0.061261966867459994
25,-0.0025927673516221716
26,-0.034033692217044595
27,0.07700519012730164
28,0.019710393663523076
29,0.052902571445766516
30,-0.09208381072585044
31,-0.0574023172694435
32,0.020703540139890148
33,-0.015065600527086317
34,0.03959552993581317
35,0.06469585686211698
36,0.06380722789418403
37,-0.05544524218211096
38,0.06974240750636604
39,-0.06456626943606078
40,0.03560138713679656
41,-0.07622857502846092
42,0.024436849740799432
43,-0.08859511532841675
44,-0.04132433676242069
45,0.003910111139985989
46,0.08143260080741166
47,-0.06440112304618434
48,-0.026663643528603995
49,-0.0863521711774919
50,-0.04458096671251937
51,0.024330021043354466
52,-0.04332642064178345
53,-0.07182814346425855
54,0.07322881823825786
55,-0.054303668518490736
56,0.026313922554215163
57,-0.08066021364668088
58,0.04331009588834153
59,-0.08272476936805458
60,0.09964407120733573
61,0.08756927206083087
62,0.04273133340980745
63,0.028585181356730882
64,0.023991454565622544
65,-0.06214242055287298
66,-0.027721062715385644
67,0.06476371202277384
68,0.006320361215543885
69,0.006429206892781064
70,-0.038149422273401457
71,0.07876484352499954
72,-0.07616742100247612
73,-0.050492445343963716
74,-0.020247745798622943
75,-0.01398848422933796
76,-0.028006495816825752
77,0.08283823256183431
78,0.047590913836624976
79,-0.09647806521390628
80,-0.018588198216200058
81,-0.09037907411391433
82,0.08376298246428224
83,-0.07298984351121617
84,-0.0592343084137861
85,0.06535098065497796
86,-0.08719973663688385
87,0.09476004920597475
88,-0.025335637263428246
89,0.0977260470617923
90,0.05511929655426931
91,-0.030403916753230315
92,-0.07710716160878053
93,0.0725218663598832
94,-0.07279693191412702
95,0.0044857930324366385
96,-0.042748292957749116
97,0.07047355735904937
98,-0.0030944593722792985
99,-0.05743902584777159
100,-0.00739938578628363
101,0.002349015604994384
102,0.04065678660709768
103,-0.05543333360126917
104,0.03234333529894318
105,0.015064030564478983
106,0.004617399666898739
107,0.04327379822133995
108,-0.08328099979063644
109,0.042439162104680295
110,-0.057256168411371156
111,0.017752072974684355
112,-0.06244037957816631
113,0.02545535807449331
114,-0.09101904150442952
115,0.030872546088910713
116,0.01756351997164471
117,0.09417081810557185
118,0.07712002985607083
119,0.06742707504940013
120,-0.05129987268367371
121,-0.06332685603721497
122,0.030795096003721684
123,-0.07009573349786871
124,-0.03707769503860969
125,0.047177974392792754
126,-0.09897990750045445
127,-0.015458359430812349
128,0.06918446786201685
129,-0.08827349868244122
130,0.019181306788450564
131,0.09097716314955051
132,-0.02102067203744526
133,-0.011435439636648476
134,0.04352579102758525
135,-0.06707793048120943
136,-0.05874420900411781
137,-0.09938908518084899
138,-0.049474124518858714
139,0.041149992348439995
140,0.07299649690455995
141,-0.09968744320603606
142,0.06660421331640723
143,0.0673191264085232
144,0.06421076582171889
145,0.08607079696921968
146,-0.008635258783076277
147,0.049908830750367145
148,0.058084375435947216
149,0.04722759776208313
150,-0.09567208131326965
151,-0.03248720793322228
152,0.0666574301944329
153,0.07394611891716171
154,0.008900785698882169
155,0.03342724066801986
156,0.024308018892348376
157,-0.08958057404397997
158,0.030154133439215303
159,0.024360407721254557
160,0.02985086584221014
161,-0.026515699157829947
162,0.06019047358372917
163,0.031047966716182207
164,-0.007053452080854991
165,-0.0020885878787497703
166,0.07981620785523513
167,0.006452578238418646
168,-0.07530634850811124
169,0.04079158619909368
170,-0.02565206963245406
171,-0.027382654929913056
172,-0.022283228770178104
173,0.0485930024698267
174,-0.04305810212382162
175,-0.07731628904066234
176,-0.012898727599423454
177,0.07604922786099472
178,0.011118218262934604
179,-0.006240999912388065
180,0.06013846475632775
181,0.052961650740616845
182,0.010217182457549809
183,-0.030498828538567557
184,0.06577234076518582
185,-0.09704629066956011
186,0.0388542123261551
187,0.054828563338078035
188,-0.08999868399311775
189,-0.006016651854684224
190,0.0462715901100747
191,0.08073549190919158
192,0.009139050061991894
193,0.04599741745464497
194,-0.06786915033543389
195,0.09018008559391014
196,-0.00612434448080465
197,0.09636239049206277
198,0.02343876936192306
199,0.04980522649510136
200,0.09075341073082235
201,0.05573173316770452
202,0.08974111649852493
203,-0.05672151485724644
204,0.014083671328779232
205,0.008564168513066989
206,-0.0629834968704879
207,-0.08271798078207356
208,-0.03324612878795999
209,-0.07133410934151392
210,-0.08195700487640406
211,0.027654890828715445
212,-0.012584010122343517
213,0.07229461243853866
214,-0.06366208682579885
215,-0.003728008586537629
216,0.0682836424622191
217,0.08004352224520261
218,-0.05298339329871835
219,0.09443404256922977
220,-0.022719685398170264
221,-0.07595406524245621
222,-0.041638572829688816
223,0.03892094115483263
224,0.05096541395242754
225,0.01909490839614285
226,0.013118489854751975
227,0.042718908995936944
228,0.0006649503111522542
229,0.009362428815897855
230,0.029033014451571387
231,0.029157571509348834
232,-0.021244387223430514
233,-0.06031644194180974
234,-0.046417853174505155
235,-0.026365970728772295
236,-0.03649960261508299
237,0.033298998644060884
238,-0.046384436620801654
239,-0.09872835141192644
240,0.06699522184483317
241,0.029545735889394742
242,-0.08326331554384417
243,0.022142615241751207
244,0.06270463911016735
245,0.05311985707268829
246,0.053226669676878585
247,-0.08653395424684936
248,-0.060020604867249916
249,0.05467240284589078
250,-0.03458769341314792
251,0.08260042937496792
252,-0.06932337422061197
253,0.08660403342951983
254,-0.005861385874864372
255,0.09790985564229909
256,-0.05935393854726756
257,0.09733435432782694
258,0.09161102988954709
259,0.014892394297382802
260,0.016020539834214115
261,-0.08990359840301498
262,-0.008776530325251913
263,0.08599703224129476
264,0.05975331712286533
265,-0.0683056324762096
266,-0.06955733396757076
267,-0.08360457060459459
268,-0.08664531029082481
269,-0.01962988466215669
270,-0.08711233943883406
271,0.03564879137766436
272,0.05911940283456238
273,-0.016222404690168002
274,0.07159188911168932
275,-0.07375570273446658
276,0.058565548146161994
277,-0.014990532258008504
278,-0.013479104875134845
279,-0.016670807166385138
280,0.03494439304477909
281,-0.00786450932140452
282,0.00038714854746665917
283,0.02073845837625725
284,-0.07426599668468675
285,0.08082175542387701
286,-0.07794781473642508
287,-0.028982407722875456
288,-0.03892373696811602
289,-0.07043163527458059
290,-0.07931523163607582
291,-0.06834729449432156
292,-0.04024521989159591
293,-0.013168489339699968
294,-0.0746972246932929
295,0.009368730582337642
296,-0.024075679834289557
297,-0.009551533672382442
298,-0.0873651388388556
299,0.022036978159639675
300,-0.09909482965157879
301,-0.07841947097517712
302,-0.04597588236885086
303,-0.012946394363990033
304,0.029089323660921762
305,0.035505810567712515
306,0.014553693481167723
307,0.09230885418355356
308,-0.034664019772612895
309,-0.09102697301056273
310,-0.04773018661003299
311,0.08726453973294546
312,-0.0526417782788601
313,0.060848001812594366
314,0.0714180602651282
315,0.02498375199090004
316,0.06108841974698884
317,0.08129007521999893
318,0.012210543180365768
319,0.05646041724342621
320,0.05320143766788732
321,-0.05390977227048648
322,-0.06211681066083914
323,0.04804963921542088
324,0.05649031577868499
325,0.07009167627075968
326,-0.06851763246410576
327,-0.07664538429686785
328,0.010308982095365266
329,-0.0581089729322648
330,-0.03803395527954443
331,0.008749043815473673
332,-0.048914721967118525
333,0.08660427937910017
334,0.06038928510511388
335,-0.07823261636975898
336,-0.09640076322162319
337,-0.04355918862975408
338,-0.02610268782620595
339,0.03337796496972292
340,-0.02330237876128445
341,-0.08525213292007022
342,0.09464249673848482
343,0.09963438339581149
344,0.006356652999190554
345,-0.04866063831317902
346,0.07673024434775275
347,-0.01080232187198231
348,0.0481087010750805
349,-0.08591267618321737
350,-0.032351193587561736
351,0.07544410083782913
352,0.060272784521288425
353,-0.014280166573627434
354,-0.02337193193532075
355,-0.011609757946632951
356,-0.02389050772676546
357,0.01320975466991732
358,-0.07899378912134854
359,0.0444830114862306
360,0.014094068682889163
361,-0.02611834803941411
362,-0.020099750733912236
363,-0.017024404812403082
364,-0.08697902806431412
365,0.09141908664927145
366,-0.09483209572796483
367,0.0019029305688790243
368,-0.02620714479943513
369,0.005076081854107489
370,-0.037358296115300726
371,-0.040529340839838016
372,0.07203141482076839
373,-0.038820354990454824
374,-0.04336420928017257
375,0.07442935726630465
376,-0.021390355614920448
377,0.040585288446584544
378,-0.038302307735875535
379,0.06325108803684892
380,-0.0376327794747118
381,-0.023352303255229717
382,0.011932960687757996
383,-0.039579988636645164
384,-0.003966144829330179
385,-0.07793103531008141
386,-0.06022005731241847
387,0.049117930020589895
388,-0.030383385695685924
389,-0.06654974365879568
